ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
65201	"ENSG00000164466.8"	"SFXN1"	chr5	+	174952794	174952894	174949377	174949425	174953640	174953886	65201	0,4	134,147	1,1	137,129	197	99	0.949827928313	1.0	0.0,0.013	0.004,0.004	0.002
65202	"ENSG00000164466.8"	"SFXN1"	chr5	+	174918496	174918654	174905594	174905642	174919097	174919270	65202	7,2	309,250	9,6	258,199	197	99	0.118398733912	1.0	0.011,0.004	0.017,0.015	-0.009
65204	"ENSG00000164466.8"	"SFXN1"	chr5	+	174952794	174952968	174949377	174949425	174953640	174953886	65204	0,5	72,206	1,0	136,116	197	99	0.657763171085	1.0	0.0,0.012	0.004,0.0	0.004
65205	"ENSG00000164466.8"	"SFXN1"	chr5	+	174952794	174952896	174949377	174949425	174953640	174953886	65205	2,2	186,136	0,0	7,7	197	99	0.16187241816	1.0	0.005,0.007	0.0,0.0	0.006
65207	"ENSG00000134202.6"	"GSTM3"	chr1	-	110282454	110282530	110282050	110282115	110282861	110283138	65207	27,26	0,5	30,22	1,1	174	99	0.712762328885	1.0	1.0,0.747	0.945,0.926	-0.062
6520	"ENSG00000080802.14"	"CNOT4"	chr7	-	135097486	135097633	135095264	135095398	135098236	135098362	6520	7,3	48,56	2,1	31,25	197	99	0.797563236972	1.0	0.068,0.026	0.031,0.02	0.021
65218	"ENSG00000102038.11"	"SMARCA1"	chrX	-	128627016	128627052	128625917	128626070	128630726	128630848	65218	4,3	0,0	2,2	1,1	134	99	1	1.0	1.0,1.0	0.596,0.596	0.404
65222	"ENSG00000110171.14"	"TRIM3"	chr11	-	6486794	6486962	6479294	6479526	6495020	6495214	65222	6,24	0,1	9,8	0,0	197	99	1	1.0	1.0,0.923	1.0,1.0	-0.038
65224	"ENSG00000104915.10"	"STX10"	chr19	-	13256344	13256401	13256101	13256209	13259842	13259905	65224	0,0	37,119	1,0	79,61	155	99	1	1.0	0.0,0.0	0.008,0.0	-0.004
65225	"ENSG00000104915.10"	"STX10"	chr19	-	13256101	13256209	13255577	13255684	13259842	13259905	65225	31,119	1,0	58,79	0,0	197	99	0.693280996191	1.0	0.94,1.0	1.0,1.0	-0.03
65226	"ENSG00000163660.7"	"CCNL1"	chr3	-	156874724	156874872	156870824	156870945	156876654	156876740	65226	194,95	36,57	139,94	27,15	197	99	0.108215892297	1.0	0.73,0.456	0.721,0.759	-0.147
65227	"ENSG00000163660.7"	"CCNL1"	chr3	-	156876085	156876201	156874724	156874872	156876654	156876740	65227	0,3	55,40	0,0	24,31	197	99	0.790126253562	1.0	0.0,0.036	0.0,0.0	0.018
65228	"ENSG00000163660.7"	"CCNL1"	chr3	-	156874799	156874872	156870824	156870945	156876654	156876764	65228	126,124	36,57	97,65	27,15	171	99	0.182330189355	1.0	0.67,0.557	0.675,0.715	-0.082
65229	"ENSG00000163660.7"	"CCNL1"	chr3	-	156876085	156876186	156874724	156874872	156876654	156876740	65229	2,2	5,61	0,0	26,27	197	99	0.28186995393	1.0	0.167,0.016	0.0,0.0	0.091
65230	"ENSG00000163660.7"	"CCNL1"	chr3	-	156869274	156869380	156868070	156868170	156869517	156869719	65230	19,7	1,2	13,7	2,1	197	99	0.845509905544	1.0	0.905,0.638	0.766,0.779	-0.001
65231	"ENSG00000163660.7"	"CCNL1"	chr3	-	156874795	156874872	156870824	156870945	156876654	156876764	65231	89,83	36,57	69,46	27,15	175	99	0.174325903545	1.0	0.583,0.452	0.591,0.634	-0.095
65232	"ENSG00000163660.7"	"CCNL1"	chr3	-	156869517	156869719	156868070	156868170	156869965	156870030	65232	23,2	57,56	13,6	54,35	197	99	0.925395985512	1.0	0.169,0.018	0.108,0.079	0.0
65236	"ENSG00000100804.14"	"PSMB5"	chr14	-	23496953	23497038	23495066	23495584	23502576	23502883	65236	37,23	472,421	36,33	448,372	183	99	0.280907998978	1.0	0.041,0.029	0.042,0.046	-0.009
65237	"ENSG00000100804.14"	"PSMB5"	chr14	-	23502576	23502883	23495505	23495584	23503892	23504099	65237	1154,1076	3,3	871,700	1,1	197	99	1	1.0	0.995,0.994	0.998,0.997	-0.003
65238	"ENSG00000005302.13"	"MSL3"	chrX	+	11779618	11779701	11778955	11779056	11780248	11780371	65238	125,123	0,6	96,82	1,1	181	99	0.687646417503	1.0	1.0,0.918	0.981,0.978	-0.02
65240	"ENSG00000005302.13"	"MSL3"	chrX	+	11777911	11777994	11777746	11777831	11778521	11778617	65240	1,64	4,1	10,17	0,0	181	99	1	1.0	0.12,0.972	1.0,1.0	-0.454
65241	"ENSG00000005302.13"	"MSL3"	chrX	+	11778521	11778617	11777746	11777831	11778955	11778996	65241	70,44	1,0	12,14	0,0	194	99	1	1.0	0.973,1.0	1.0,1.0	-0.014
65247	"ENSG00000166441.8"	"RPL27A"	chr11	+	8704960	8705127	8704747	8704812	8705552	8705628	65247	3,0	24616,25532	1,1	7312,7178	197	99	1	1.0	0.0,0.0	0.0,0.0	0.0
65248	"ENSG00000166441.8"	"RPL27A"	chr11	+	8706264	8706439	8705507	8705628	8707224	8707394	65248	14477,11293	4,12	14805,11954	11,8	197	99	1	1.0	0.999,0.998	0.999,0.999	-0.001
65250	"ENSG00000166441.8"	"RPL27A"	chr11	+	8706369	8706439	8705552	8705628	8707224	8707395	65250	4956,3527	4,12	4985,3575	11,8	168	99	1	1.0	0.999,0.994	0.996,0.996	0.0
65251	"ENSG00000166441.8"	"RPL27A"	chr11	+	8705409	8705628	8704748	8704812	8706264	8706364	65251	312,9886	1,0	3339,4394	0,0	197	99	1	1.0	0.994,1.0	1.0,1.0	-0.003
65252	"ENSG00000166441.8"	"RPL27A"	chr11	+	8706272	8706364	8705552	8705628	8707224	8707395	65252	0,1	0,4	1,1	2,4	190	99	1	1.0	NA,0.115	0.207,0.115	-0.046
65253	"ENSG00000166441.8"	"RPL27A"	chr11	+	8706243	8706439	8705552	8705628	8707224	8711419	65253	8468,6433	4,12	8439,6505	11,8	197	99	1	1.0	0.999,0.996	0.997,0.998	0.0
65254	"ENSG00000166441.8"	"RPL27A"	chr11	+	8705507	8705628	8704748	8704812	8706264	8706439	65254	311,9826	1,0	3332,4381	0,0	197	99	1	1.0	0.994,1.0	1.0,1.0	-0.003
65255	"ENSG00000166441.8"	"RPL27A"	chr11	+	8706272	8706439	8705552	8705628	8707224	8711419	65255	8043,5711	3,12	8221,6276	11,8	197	99	1	1.0	0.999,0.996	0.997,0.997	0.001
65256	"ENSG00000166441.8"	"RPL27A"	chr11	+	8706243	8706364	8705552	8705628	8707224	8707395	65256	1,2	0,3	2,1	2,4	197	99	0.392040977993	1.0	1.0,0.251	0.334,0.112	0.402
65257	"ENSG00000166441.8"	"RPL27A"	chr11	+	8705552	8705628	8704747	8704812	8706264	8706439	65257	760,22011	1,0	6781,9960	0,0	174	99	1	1.0	0.998,1.0	1.0,1.0	-0.001
65258	"ENSG00000166441.8"	"RPL27A"	chr11	+	8706232	8706439	8705552	8705628	8707224	8707395	65258	8559,6566	4,12	8489,6494	11,8	197	99	1	1.0	0.999,0.996	0.997,0.998	0.0
65259	"ENSG00000166441.8"	"RPL27A"	chr11	+	8705536	8705628	8704747	8704812	8706264	8706364	65259	316,9906	1,0	3332,4388	0,0	190	99	1	1.0	0.994,1.0	1.0,1.0	-0.003
65260	"ENSG00000166441.8"	"RPL27A"	chr11	+	8706264	8706364	8705409	8705628	8707224	8707395	65260	0,0	0,4	1164,1868	2,4	197	99	1	1.0	NA,0.0	0.997,0.996	-0.996
65264	"ENSG00000174744.9"	"BRMS1"	chr11	-	66105713	66105753	66104809	66105360	66106191	66106256	65264	76,111	0,1	60,46	1,1	138	99	0.278468856654	1.0	1.0,0.988	0.977,0.971	0.02
65265	"ENSG00000163159.7"	"VPS72"	chr1	-	151157981	151158120	151156792	151156969	151158273	151158426	65265	313,345	1,1	181,162	2,1	197	99	0.204460938481	1.0	0.994,0.994	0.978,0.988	0.011
65266	"ENSG00000163159.7"	"VPS72"	chr1	-	151146866	151149507	151143395	151143539	151150476	151150621	65266	104,83	1,0	3,2	0,0	197	99	1	1.0	0.981,1.0	1.0,1.0	-0.01
65267	"ENSG00000163159.7"	"VPS72"	chr1	-	151157981	151158096	151156792	151156969	151158273	151158426	65267	541,579	1,1	354,276	2,1	197	99	0.587419163323	1.0	0.996,0.997	0.989,0.993	0.005
65269	"ENSG00000068784.8"	"SRBD1"	chr2	-	45812746	45812913	45808831	45808949	45826587	45826974	65269	60,42	0,0	36,35	1,0	197	99	1	1.0	1.0,1.0	0.948,1.0	0.026
65271	"ENSG00000068784.8"	"SRBD1"	chr2	-	45715378	45715470	45646926	45647033	45773870	45773978	65271	20,4	0,0	4,7	1,0	190	99	1	1.0	1.0,1.0	0.676,1.0	0.162
65272	"ENSG00000068784.8"	"SRBD1"	chr2	-	45715378	45715470	45704131	45704214	45773870	45773978	65272	57,22	0,0	19,17	1,0	190	99	0.209715276082	1.0	1.0,1.0	0.908,1.0	0.046
65273	"ENSG00000068784.8"	"SRBD1"	chr2	-	45773455	45773499	45704131	45704214	45773870	45773978	65273	6,3	0,0	4,2	1,0	142	99	1	1.0	1.0,1.0	0.736,1.0	0.132
65274	"ENSG00000068784.8"	"SRBD1"	chr2	-	45704131	45704214	45646926	45647033	45773870	45773978	65274	29,12	0,0	15,17	1,0	181	99	1	1.0	1.0,1.0	0.891,1.0	0.054
65276	"ENSG00000068784.8"	"SRBD1"	chr2	-	45628885	45629132	45620083	45620268	45640252	45640432	65276	3,0	3,46	0,1	11,13	197	99	0.410097808738	1.0	0.334,0.0	0.0,0.037	0.149
65278	"ENSG00000140990.10"	"NDUFB10"	chr16	+	2011153	2011259	2009552	2009755	2011497	2011637	65278	510,370	0,1	384,400	0,0	197	99	1	1.0	1.0,0.995	1.0,1.0	-0.002
65279	"ENSG00000140990.10"	"NDUFB10"	chr16	+	2011153	2011292	2009508	2009755	2011497	2011637	65279	1045,830	0,1	867,908	0,0	197	99	1	1.0	1.0,0.998	1.0,1.0	-0.001
65281	"ENSG00000058272.11"	"PPP1R12A"	chr12	-	80199361	80199548	80192273	80192364	80199945	80200113	65281	61,47	17,9	1,1	0,0	197	99	1	1.0	0.643,0.724	1.0,1.0	-0.317
65282	"ENSG00000058272.11"	"PPP1R12A"	chr12	-	80199361	80199548	80192273	80192364	80201005	80201110	65282	50,36	5,1	1,2	0,0	197	99	1	1.0	0.834,0.948	1.0,1.0	-0.109
65283	"ENSG00000058272.11"	"PPP1R12A"	chr12	-	80199371	80199548	80192273	80192364	80199945	80200113	65283	145,180	1,11	98,71	1,1	197	99	0.387666931249	1.0	0.986,0.892	0.98,0.973	-0.037
65284	"ENSG00000058272.11"	"PPP1R12A"	chr12	-	80199371	80199548	80192273	80192364	80201005	80201110	65284	139,180	0,6	99,88	1,1	197	99	0.902614547808	1.0	1.0,0.938	0.98,0.978	-0.01
65286	"ENSG00000058272.11"	"PPP1R12A"	chr12	-	80199945	80200113	80192273	80192364	80201005	80201110	65286	78,108	0,6	36,30	1,1	197	99	0.941986537189	1.0	1.0,0.9	0.948,0.938	0.007
65287	"ENSG00000058272.11"	"PPP1R12A"	chr12	-	80183377	80183460	80182427	80182563	80184246	80184263	65287	2,1	67,74	0,0	36,28	181	99	0.882017902409	1.0	0.016,0.007	0.0,0.0	0.011
65290	"ENSG00000058272.11"	"PPP1R12A"	chr12	-	80180153	80180258	80175594	80175642	80182427	80182563	65290	172,191	2,2	122,105	1,1	197	99	0.794046306713	1.0	0.977,0.98	0.984,0.981	-0.004
65291	"ENSG00000058272.11"	"PPP1R12A"	chr12	-	80176350	80176375	80175594	80175642	80180153	80180258	65291	0,4	13,77	0,0	29,30	123	99	0.464721773114	1.0	0.0,0.04	0.0,0.0	0.02
65292	"ENSG00000058272.11"	"PPP1R12A"	chr12	-	80215895	80215970	80214857	80214946	80222099	80222244	65292	314,430	8,8	269,213	3,2	173	99	0.273558755993	1.0	0.957,0.969	0.981,0.984	-0.019
65294	"ENSG00000108469.10"	"RECQL5"	chr17	-	73646596	73646798	73627571	73627748	73647265	73647345	65294	0,1	21,24	1,1	22,16	197	99	0.590129854986	1.0	0.0,0.021	0.022,0.03	-0.015
65295	"ENSG00000108469.10"	"RECQL5"	chr17	-	73626698	73626772	73626263	73626357	73626858	73626917	65295	15,52	1,0	23,22	0,0	172	99	0.387637298333	1.0	0.896,1.0	1.0,1.0	-0.052
65297	"ENSG00000082068.4"	"WDR70"	chr5	+	37722956	37723036	37721216	37721317	37725035	37725152	65297	175,222	0,1	139,109	1,0	178	99	0.614921016911	1.0	1.0,0.992	0.987,1.0	0.002
65299	"ENSG00000082068.4"	"WDR70"	chr5	+	37379590	37379656	37379386	37379494	37381703	37381787	65299	117,116	0,3	97,74	1,1	164	99	0.911770524578	1.0	1.0,0.959	0.983,0.978	-0.001
65304	"ENSG00000162695.7"	"SLC30A7"	chr1	+	101372108	101372225	101362125	101362227	101372407	101372521	65304	1,1	18,10	0,0	6,5	197	99	1	1.0	0.027,0.048	0.0,0.0	0.037
65306	"ENSG00000166439.5"	"RNF169"	chr11	+	74486190	74486308	74459912	74460427	74500670	74500744	65306	0,0	6,0	1,1	2,3	197	99	1	1.0	0.0,NA	0.201,0.143	-0.172
6530	"ENSG00000116750.9"	"UCHL5"	chr1	-	193013178	193013218	192998661	192998787	193018875	193018981	6530	11,8	251,237	0,0	9,11	138	99	0.336334174859	1.0	0.03,0.024	0.0,0.0	0.027
65312	"ENSG00000165417.7"	"GTF2A1"	chr14	-	81676213	81676280	81670243	81670448	81682756	81682858	65312	0,7	33,85	2,2	67,50	165	99	0.474778630484	1.0	0.0,0.047	0.018,0.023	0.003
65313	"ENSG00000165417.7"	"GTF2A1"	chr14	-	81679498	81679537	81670243	81670448	81682756	81682858	65313	0,1	50,36	0,0	30,36	137	99	0.879282046454	1.0	0.0,0.02	0.0,0.0	0.01
65315	"ENSG00000175354.14"	"PTPN2"	chr18	-	12859162	12859253	12836822	12836890	12884071	12884280	65315	227,196	2,3	180,141	1,1	189	99	0.779730796476	1.0	0.983,0.972	0.99,0.987	-0.011
65316	"ENSG00000175354.14"	"PTPN2"	chr18	-	12794382	12794484	12785683	12785843	12801968	12802150	65316	336,303	0,2	213,171	1,1	197	99	0.513173429554	1.0	1.0,0.987	0.991,0.988	0.004
65317	"ENSG00000175354.14"	"PTPN2"	chr18	-	12793480	12793573	12785479	12785843	12794382	12794484	65317	2,2	105,75	3,3	90,69	191	99	0.470375668824	1.0	0.01,0.014	0.017,0.022	-0.007
65318	"ENSG00000175354.14"	"PTPN2"	chr18	-	12825808	12825943	12817154	12817364	12830941	12831040	65318	121,96	5,2	121,90	2,1	197	99	0.345211694276	1.0	0.924,0.96	0.968,0.978	-0.031
65319	"ENSG00000175354.14"	"PTPN2"	chr18	-	12814201	12814354	12801987	12802150	12817154	12817364	65319	152,146	0,2	50,47	0,0	197	99	0.513080402366	1.0	1.0,0.973	1.0,1.0	-0.014
65320	"ENSG00000175354.14"	"PTPN2"	chr18	-	12819212	12819281	12817154	12817364	12825808	12825943	65320	4,0	51,58	3,2	58,45	167	99	0.720065948276	1.0	0.044,0.0	0.03,0.026	-0.006
65326	"ENSG00000165476.8"	"REEP3"	chr10	+	65369946	65370094	65358929	65359043	65379414	65379560	65326	65,156	0,2	93,83	1,1	197	99	0.756835536217	1.0	1.0,0.975	0.979,0.977	0.01
65327	"ENSG00000198556.9"	"ZNF789"	chr7	+	99082830	99082991	99081652	99081766	99084098	99084423	65327	7,0	27,19	2,1	10,7	197	99	0.646345406641	1.0	0.115,0.0	0.091,0.067	-0.021
65328	"ENSG00000198556.9"	"ZNF789"	chr7	+	99081361	99081476	99077283	99077410	99081652	99081859	65328	2,3	5,9	2,1	5,4	197	99	0.821351974934	1.0	0.167,0.143	0.167,0.112	0.015
65329	"ENSG00000198556.9"	"ZNF789"	chr7	+	99075896	99075979	99074025	99074103	99077283	99077410	65329	17,1	12,8	9,7	6,4	181	99	0.228655775044	1.0	0.437,0.064	0.451,0.489	-0.219
65330	"ENSG00000198556.9"	"ZNF789"	chr7	+	99077283	99077410	99070533	99070558	99081652	99081766	65330	7,5	2,0	1,0	0,0	197	99	1	1.0	0.638,1.0	1.0,NA	-0.181
65333	"ENSG00000198556.9"	"ZNF789"	chr7	+	99074025	99074103	99070534	99070558	99077283	99078924	65333	2,12	0,3	5,4	0,0	176	99	1	1.0	1.0,0.692	1.0,1.0	-0.154
65334	"ENSG00000198556.9"	"ZNF789"	chr7	+	99074025	99074103	99070463	99070679	99077283	99078924	65334	33,18	3,0	18,15	1,1	176	99	0.810933062334	1.0	0.861,1.0	0.91,0.894	0.028
65337	"ENSG00000135506.11"	"OS9"	chr12	+	58109871	58109976	58109488	58109753	58110194	58110295	65337	163,157	1,0	37,49	0,0	197	99	0.598511037953	1.0	0.988,1.0	1.0,1.0	-0.006
6533	"ENSG00000116750.9"	"UCHL5"	chr1	-	193018875	193018950	192998661	192998787	193020883	193020947	6533	139,349	0,3	245,236	2,1	173	99	0.970208030743	1.0	1.0,0.985	0.986,0.993	0.003
65340	"ENSG00000135506.11"	"OS9"	chr12	+	58088488	58088709	58087925	58088106	58089562	58089626	65340	157,204	0,1	125,88	1,1	197	99	0.292858993102	1.0	1.0,0.99	0.984,0.978	0.014
65341	"ENSG00000135506.11"	"OS9"	chr12	+	58109874	58109976	58109542	58109753	58110194	58110295	65341	223,223	1,0	56,71	0,0	197	99	0.598062935715	1.0	0.991,1.0	1.0,1.0	-0.004
65342	"ENSG00000135506.11"	"OS9"	chr12	+	58088532	58088709	58087929	58088106	58089562	58089626	65342	291,367	0,1	235,169	1,1	197	99	0.438517940736	1.0	1.0,0.995	0.992,0.988	0.008
65345	"ENSG00000102078.11"	"SLC25A14"	chrX	+	129480517	129480665	129479155	129479249	129483224	129483319	65345	9,51	0,2	23,19	1,0	197	99	0.974687991288	1.0	1.0,0.928	0.92,1.0	0.004
65346	"ENSG00000102078.11"	"SLC25A14"	chrX	+	129483797	129483841	129483224	129483319	129484619	129484705	65346	10,0	8,20	3,2	6,5	142	99	0.688189227006	1.0	0.466,0.0	0.258,0.218	-0.005
65348	"ENSG00000102078.11"	"SLC25A14"	chrX	+	129474080	129474327	129473927	129473950	129479155	129479249	65348	6,17	14,8	5,3	8,7	197	99	0.466098544117	1.0	0.177,0.516	0.239,0.177	0.139
65349	"ENSG00000102078.11"	"SLC25A14"	chrX	+	129480555	129480665	129479155	129479249	129483224	129483319	65349	20,21	2,1	1,0	0,0	197	99	1	1.0	0.834,0.913	1.0,NA	-0.127
6534	"ENSG00000116750.9"	"UCHL5"	chr1	-	193018875	193018981	192998661	192998787	193020883	193020947	6534	790,459	5,2	525,500	2,2	197	99	0.673620694616	1.0	0.988,0.991	0.992,0.992	-0.002
65350	"ENSG00000102078.11"	"SLC25A14"	chrX	+	129493020	129493113	129492613	129492709	129498601	129498726	65350	1,0	13,18	0,0	9,8	191	99	1	1.0	0.038,0.0	0.0,0.0	0.019
65352	"ENSG00000166181.8"	"API5"	chr11	+	43356827	43356904	43352057	43352114	43357407	43357780	65352	577,424	4,1	391,323	4,2	175	99	0.377131638783	1.0	0.988,0.996	0.982,0.989	0.006
65353	"ENSG00000166181.8"	"API5"	chr11	+	43339970	43340032	43333527	43333746	43340189	43340351	65353	7,2	124,181	6,5	127,96	160	99	0.272260625804	1.0	0.034,0.007	0.028,0.031	-0.009
65356	"ENSG00000112977.11"	"DAP"	chr5	-	10750398	10750504	10748286	10748383	10761125	10761384	65356	7,4	375,229	5,3	255,211	197	99	1	1.0	0.009,0.009	0.01,0.007	0.0
65357	"ENSG00000112977.11"	"DAP"	chr5	-	10683420	10683683	10681202	10681281	10748286	10748383	65357	259,137	1,1	219,171	1,0	197	99	0.706326924142	1.0	0.992,0.986	0.991,1.0	-0.007
65358	"ENSG00000112977.11"	"DAP"	chr5	-	10683640	10683683	10679341	10681281	10748286	10748383	65358	452,264	1,1	414,332	1,0	141	99	1	1.0	0.997,0.995	0.997,1.0	-0.002
6535	"ENSG00000116750.9"	"UCHL5"	chr1	-	192989436	192989511	192987534	192987950	192990226	192990325	6535	59,88	19,16	49,45	18,17	173	99	0.166225003131	1.0	0.64,0.759	0.609,0.602	0.094
65360	"ENSG00000141446.6"	"ESCO1"	chr18	-	19146106	19146167	19144163	19144278	19147940	19148055	65360	43,81	2,0	61,50	0,0	159	99	0.679541401832	1.0	0.93,1.0	1.0,1.0	-0.035
65361	"ENSG00000141446.6"	"ESCO1"	chr18	-	19120537	19120661	19119880	19119970	19140819	19140951	65361	10,11	38,39	7,4	23,18	197	99	0.900512735735	1.0	0.117,0.124	0.133,0.1	0.004
65362	"ENSG00000141446.6"	"ESCO1"	chr18	-	19119880	19119970	19116002	19116146	19140819	19140951	65362	65,93	1,0	50,41	1,1	188	99	0.297895430788	1.0	0.972,1.0	0.963,0.956	0.026
65363	"ENSG00000141446.6"	"ESCO1"	chr18	-	19140819	19140951	19120537	19120661	19144163	19144278	65363	0,113	1,0	34,42	0,0	197	99	0.230041871511	1.0	0.0,1.0	1.0,1.0	-0.5
65365	"ENSG00000141446.6"	"ESCO1"	chr18	-	19147940	19148055	19146106	19146167	19153274	19155391	65365	6,66	1,0	18,25	0,0	197	99	1	1.0	0.751,1.0	1.0,1.0	-0.125
65366	"ENSG00000141446.6"	"ESCO1"	chr18	-	19120597	19120661	19119880	19119970	19140819	19140951	65366	3,2	34,18	1,1	14,14	162	99	0.716058092742	1.0	0.051,0.064	0.042,0.042	0.015
65378	"ENSG00000119912.11"	"IDE"	chr10	-	94238401	94238546	94235640	94235751	94243011	94243094	65378	1,14	1,0	2,2	0,0	197	99	1	1.0	0.334,1.0	1.0,1.0	-0.333
65380	"ENSG00000119912.11"	"IDE"	chr10	-	94314637	94314674	94297122	94297307	94318790	94318972	65380	0,3	0,7	0,0	1,1	135	99	1	1.0	NA,0.239	0.0,0.0	0.239
65381	"ENSG00000119912.11"	"IDE"	chr10	-	94223487	94223760	94220947	94221009	94225432	94225600	65381	160,181	1,1	112,88	1,0	197	99	0.781043430652	1.0	0.988,0.989	0.983,1.0	-0.003
65382	"ENSG00000119912.11"	"IDE"	chr10	-	94223487	94223760	94220947	94221009	94228635	94228747	65382	59,38	2,0	15,16	0,0	197	99	1	1.0	0.937,1.0	1.0,1.0	-0.031
65383	"ENSG00000119912.11"	"IDE"	chr10	-	94318790	94318972	94297122	94297307	94333678	94333824	65383	13,15	57,36	4,3	32,22	197	99	0.120023963288	1.0	0.103,0.173	0.059,0.064	0.076
65384	"ENSG00000119912.11"	"IDE"	chr10	-	94297122	94297307	94294334	94294542	94333678	94333833	65384	70,96	1,0	11,16	0,0	197	99	1	1.0	0.972,1.0	1.0,1.0	-0.014
65385	"ENSG00000119912.11"	"IDE"	chr10	-	94240549	94240673	94239033	94239178	94243011	94243094	65385	7,13	83,66	9,6	39,35	197	99	0.237434529723	1.0	0.041,0.09	0.104,0.079	-0.026
65387	"ENSG00000119912.11"	"IDE"	chr10	-	94239033	94239178	94238401	94238546	94243011	94243094	65387	84,65	4,11	38,34	2,1	197	99	0.429159440792	1.0	0.913,0.748	0.905,0.945	-0.095
65388	"ENSG00000119912.11"	"IDE"	chr10	-	94239033	94239178	94235640	94235751	94243011	94243094	65388	12,99	1,0	36,35	0,0	197	99	0.267174237947	1.0	0.858,1.0	1.0,1.0	-0.071
65389	"ENSG00000119912.11"	"IDE"	chr10	-	94264550	94264654	94250249	94250352	94266198	94266279	65389	44,121	0,2	76,72	1,0	197	99	0.809527747128	1.0	1.0,0.968	0.974,1.0	-0.003
6538	"ENSG00000116750.9"	"UCHL5"	chr1	-	193028542	193028645	193020921	193020947	193028762	193029210	6538	1,3	1,0	2,3	0,0	197	99	1	1.0	0.334,1.0	1.0,1.0	-0.333
65391	"ENSG00000119912.11"	"IDE"	chr10	-	94225432	94225600	94223487	94223760	94228635	94228747	65391	199,120	0,3	72,75	0,0	197	99	0.51554163309	1.0	1.0,0.953	1.0,1.0	-0.024
65392	"ENSG00000119912.11"	"IDE"	chr10	-	94225432	94225600	94220947	94221009	94228635	94228747	65392	56,71	2,0	16,22	0,0	197	99	1	1.0	0.934,1.0	1.0,1.0	-0.033
65393	"ENSG00000119912.11"	"IDE"	chr10	-	94216885	94217022	94216115	94216188	94220947	94221009	65393	1,0	46,41	0,0	10,9	197	99	0.44639493376	1.0	0.011,0.0	0.0,0.0	0.005
65395	"ENSG00000166477.8"	"LEO1"	chr15	-	52254585	52254690	52252835	52252930	52257945	52258701	65395	179,114	0,1	85,97	0,0	197	99	0.755339264493	1.0	1.0,0.983	1.0,1.0	-0.008
65396	"ENSG00000166477.8"	"LEO1"	chr15	-	52257945	52258701	52254585	52254690	52263884	52264003	65396	38,201	0,2	61,76	0,0	197	99	0.757582641952	1.0	1.0,0.981	1.0,1.0	-0.01
65398	"ENSG00000117448.9"	"AKR1A1"	chr1	+	46032540	46032692	46027460	46027550	46033653	46033849	65398	142,97	1,2	148,152	0,0	197	99	0.140132451914	1.0	0.986,0.961	1.0,1.0	-0.026
6539	"ENSG00000116750.9"	"UCHL5"	chr1	-	192997004	192997085	192992973	192993076	192997214	192997278	6539	134,32	350,346	95,87	346,312	179	99	0.18119789638	1.0	0.175,0.049	0.132,0.134	-0.021
653	"ENSG00000156515.17"	"HK1"	chr10	+	71151880	71152064	71148952	71149052	71154705	71154861	653	517,3538	3,2	1275,1712	0,0	197	99	1	1.0	0.989,0.999	1.0,1.0	-0.006
65400	"ENSG00000117448.9"	"AKR1A1"	chr1	+	46032240	46032360	46027460	46027550	46032540	46032692	65400	48,388	2,0	226,256	0,0	197	99	0.360489262479	1.0	0.923,1.0	1.0,1.0	-0.038
65401	"ENSG00000117448.9"	"AKR1A1"	chr1	+	46032240	46032360	46027460	46027550	46033653	46033849	65401	210,170	1,2	202,221	0,0	197	99	0.189354926105	1.0	0.991,0.977	1.0,1.0	-0.016
65402	"ENSG00000117448.9"	"AKR1A1"	chr1	+	46018087	46018275	46016637	46016827	46027460	46027550	65402	1,0	5,0	0,0	31,43	197	99	1	1.0	0.091,NA	0.0,0.0	0.091
65404	"ENSG00000117448.9"	"AKR1A1"	chr1	+	46032540	46032758	46027460	46027550	46033653	46033849	65404	4,0	1,2	1,0	0,0	197	99	1	1.0	0.668,0.0	1.0,NA	-0.666
65406	"ENSG00000117448.9"	"AKR1A1"	chr1	+	46018087	46018235	46016637	46016827	46027460	46027550	65406	0,1	11,0	15,24	44,69	197	99	0.565143586896	1.0	0.0,1.0	0.146,0.149	0.353
65407	"ENSG00000117448.9"	"AKR1A1"	chr1	+	46018087	46018235	46016637	46016827	46032240	46032360	65407	1,0	1,4	1,0	2,4	197	99	0.972582573735	1.0	0.334,0.0	0.201,0.0	0.067
65409	"ENSG00000117448.9"	"AKR1A1"	chr1	+	46027460	46027550	46016739	46016827	46032240	46032360	65409	352,280	7,10	487,350	7,6	188	99	0.155818760132	1.0	0.964,0.936	0.973,0.968	-0.02
65411	"ENSG00000117448.9"	"AKR1A1"	chr1	+	46018107	46018235	46016637	46016827	46032240	46032360	65411	36,37	5,8	42,36	6,5	197	99	0.623390130753	1.0	0.783,0.699	0.779,0.783	-0.04
65412	"ENSG00000117448.9"	"AKR1A1"	chr1	+	46018107	46018235	46016637	46016827	46027460	46027550	65412	85,81	101,53	104,79	142,87	197	99	0.153396143812	1.0	0.297,0.434	0.269,0.313	0.074
